gene_id	variance
MYL9	35.6641064801812
ZNF542P	30.8026467076504
SIX3	28.7171471589305
ZFP42	27.5892599311601
EDNRB	26.3169910199154
PSMD5	25.705322327088
ENSG00000260834	25.4883681905475
ENSG00000289205	25.1422008515645
ENSG00000297836	24.2503738070138
LHX5	23.2222601097793
TEK	22.3844006878429
ENSG00000274090	21.9990362090529
ENSG00000243004	21.920766078795
ENSG00000309222	21.6639965887236
ENSG00000289195	21.1550206679994
PAPPA	20.3791286176037
DAZL	20.2490338294782
ECHDC3	20.0045884091559
ENSG00000254339	19.5924791409403
ZNF736	19.572302463619
LINC02751	19.5385377026383
PEG3	19.386621777147
FEZF1-AS1	18.9594767191579
CUTALP	18.2085351504989
ENSG00000289458	17.460129439672
DANT1	17.3337354628718
ENSG00000286339	17.0020274021042
LHX5-AS1	16.9298449346438
RAB17	16.8648867805319
ENSG00000229271	16.7683974709681
RWDD2B	16.5524983440986
ENSG00000305946	16.2043498967689
ENSG00000289356	15.9446869402333
ENSG00000301899	15.4802762177269
ALPK3	15.0865255733902
TSPYL5	14.9197501224924
ENSG00000289902	14.8784962856476
ENSG00000289287	14.3298553495564
PKIB	14.323423570085
CCDC152	14.1798582188227
NPTX1	13.9133719289895
LINC01013	13.1181360384348
CBR1	13.0221151558331
OTX1	13.0121238285873
KRT1	12.8664689875246
SLC49A3	12.8123317677659
LMX1B	12.3170737563291
ENSG00000243081	12.1734679463074
ENSG00000305907	12.0330710386414
SBSN	11.8584964707936
CGAS	11.8036736155337
LINC02772	11.7987129427984
FGF21	11.6650854600245
ENSG00000289161	11.5905378013472
CALCA	11.5287584281271
LIX1	11.5097466527978
NKX6-1	11.4098087624962
CCN2	11.3971974221417
DNAJA4	11.2516296222142
LGI1	11.1167818605002
PCDHA6	10.9789121236784
XACT	10.8691508614731
TMEM125	10.8289174240289
ENSG00000305620	10.7987703828543
ENSG00000298621	10.5011330096523
TBX1	10.3863783409337
ONECUT1	10.3541021272941
LINC00882	10.2374884850853
LINC00824	10.2135418007533
TXNRD2	10.1675292966731
TMLHE	10.1494204628007
OLIG3	10.0314638229015
MAP3K13	9.97006635299475
MAS1	9.96750406812284
SEZ6	9.96282564302287
CCDC141	9.89182472870267
CST1	9.8081401978445
ENSG00000287059	9.7912942512677
ZNF829	9.77828211540321
LMO3	9.72772877690069
CEBPZOS	9.67560199726743
PAX8	9.461294403019
ENSG00000299309	9.40051254911539
LINC02700	9.39245582149422
ENSG00000300001	9.390603958517
ENSG00000298074	9.30748152488896
ENSG00000294005	9.30676080710295
NOTUM	9.2956803157792
POU3F4	9.22344993037939
EMX1	9.21923342574659
TSHZ1	9.12644012104614
GDF7	9.11857375616614
ENSG00000279607	9.1165852833405
ADGRG3	9.02797188273403
ENSG00000298367	9.02684404951655
SLITRK1	8.91088024383436
FAM50B	8.77113076181802
LINC00458	8.7456175872268
ENSG00000299647	8.73529563965758
PKLR	8.72329191363427
CTSF	8.57871079757848
RFX4	8.46567659586323
LINC02335	8.41175641987871
ENSG00000248540	8.36734637967284
SEC14L4	8.36536200407746
MSX2	8.32321049109864
STK31	8.32004939849671
LIMCH1	8.31965245634542
