ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
REACTOME_COMPLEX_I_BIOGENESIS	REACTOME_COMPLEX_I_BIOGENESIS	67	0.580415507746833	1.99714207605506	5.38328745489234e-06	0.00575473428927991	0.00539462069163948	6049	tags=52%, list=24%, signal=40%	NDUFA3/NDUFB1/NDUFB4/MT-ND3/NDUFB2/NDUFS4/NDUFA2/NDUFS5/NDUFA1/NDUFS6/NDUFB11/NDUFA8/NDUFS3/NDUFB7/NDUFV3/MT-ND6/NDUFA6/NDUFB3/NDUFA12/NDUFAF8/MT-ND4/NDUFAF1/NDUFV2/MT-ND2/MT-ND1/MT-ND5/NDUFAF2/NDUFB8/NDUFC1/NDUFS8/NDUFAF5/NDUFB10/NDUFAF3/NDUFB9/NDUFA5
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	59	0.595560291062694	2.00762069105626	2.75629623169723e-05	0.00982160223894781	0.00920699653535357	2254	tags=25%, list=9%, signal=23%	JUND/FOSL1/MAPKAPK2/RPS6KA3/CDK5R2/ASCL1/FOS/TRIB1/RPS6KA2/ID2/CDK5/MEF2A/MEF2C/TCF12/JUNB
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	154	0.463566432840374	1.79933686165147	2.05563394912523e-05	0.00982160223894781	0.00920699653535357	7569	tags=54%, list=30%, signal=38%	NDUFA3/NDUFB1/NDUFB4/MT-ND3/COX5B/NDUFB2/NDUFS4/UQCR10/NDUFA2/NDUFS5/COX6B1/NDUFA1/NDUFS6/ETFB/COX6C/NDUFB11/NDUFA8/UQCC6/UQCC5/NDUFS3/NDUFB7/HIGD2A/COX7B/NDUFV3/MT-ND6/COX5A/COX18/UQCRB/NDUFA6/MT-CYB/CMC1/NDUFB3/COX19/UQCC1/NDUFA12/SLC25A12/NDUFAF8/MT-CO2/MT-CO3/MT-ND4/NDUFAF1/ISCU/TTC19/NDUFV2/RAB5IF/COX7A2/PET100/MT-ND2/MT-ND1/MT-ND5/NDUFAF2/NDUFB8/UQCRHL/NDUFC1/NDUFS8/UQCRH/NDUFAF5/COX4I1/NDUFB10/UQCC3/NDUFAF3/NDUFB9/NDUFA5/UQCRFS1/OXA1L/COA5/NDUFA4/NDUFAB1/COX14/GOT1/NDUFAF4/COX7A2L/COX7C/NDUFS2/UQCRC1/COQ10B/NDUFA7/SLC25A11/LYRM7/COX20/SDHC/UQCC2/MDH2
REACTOME_SIGNALING_BY_ROBO_RECEPTORS	REACTOME_SIGNALING_BY_ROBO_RECEPTORS	197	0.408266623169173	1.62474787065178	0.000143732540940723	0.0384125215664083	0.0360087839409391	6234	tags=37%, list=25%, signal=28%	CXCL12/RPS27/RPS23/ELOB/RPL41/RPS25/SEM1/RPL18A/UPF3B/PSMB4/RPL37/RPS27L/RPL30/PSMB2/RPS11/PRKCA/CLASP1/RPL35/EVL/RPL24/RPS29/RPS18/MAGOH/PSMC1/MSI1/CDC42/RPL38/PAK2/RPL37A/SRGAP1/RPS4X/UBA52/PAK3/SOS1/ROBO1/NTN1/RPSA/PSMB7/RPL28/USP33/ARHGAP39/ROBO2/SOS2/PSMB5/SRC/RPL35A/SLIT3/ELOC/RPLP2/RBM8A/RPS21/PFN2/RPL36/RBX1/RPL27/FLRT3/ENAH/PSMA2/RPL26L1/RPS28/PRKACA/RPS3/RPL13A/RPS9/RPL32/PSMD14/RPL7/RPLP1/RPS14/RPS12/RPS16/PSMB1/SRGAP3
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	33	0.638811654186586	1.91162460544641	0.00027176439967959	0.0527897477997796	0.0494863275125697	3870	tags=33%, list=15%, signal=28%	EFEMP1/FN1/TGFB1/MFAP4/FBN2/TGFB2/BMP7/TGFB3/EMILIN2/FBN3/LTBP1
REACTOME_KIDNEY_DEVELOPMENT	REACTOME_KIDNEY_DEVELOPMENT	38	0.606453982643836	1.88047685773382	0.000410969170413584	0.0527897477997796	0.0494863275125697	2397	tags=34%, list=10%, signal=31%	IRX1/IRX2/DLL1/EYA1/PLAC8/PCDH19/OSR1/JAG1/LHX1/GDNF/POU3F3/RET/FOXC2
REACTOME_ELASTIC_FIBRE_FORMATION	REACTOME_ELASTIC_FIBRE_FORMATION	40	0.590056826662319	1.84250998920821	0.000444520156221419	0.0527897477997796	0.0494863275125697	4296	tags=30%, list=17%, signal=25%	EFEMP1/FN1/TGFB1/MFAP4/FBN2/TGFB2/BMP7/TGFB3/EMILIN2/FBN3/LTBP1/LOXL3
REACTOME_FOXO_MEDIATED_TRANSCRIPTION	REACTOME_FOXO_MEDIATED_TRANSCRIPTION	54	0.549785009607621	1.82069070969303	0.000541126966196067	0.0527897477997796	0.0494863275125697	3668	tags=30%, list=15%, signal=25%	CDKN1A/DDIT3/NPY/NR3C1/SMAD3/PINK1/GADD45A/TXNIP/BTG1/PPARGC1A/KLF4/KAT2B/BBC3/FOXO1/NFYC/BCL6
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	55	-0.525314965079983	-1.80570845292969	0.000484830937494459	0.0527897477997796	0.0494863275125697	2443	tags=31%, list=10%, signal=28%	TLL1/COL6A6/LAMA3/COL4A1/CTSV/ITGA6/COL6A3/LAMB3/ITGB4/COL9A3/COL5A2/COL18A1/MMP9/COL14A1/COL8A2/PCOLCE/COL1A1
REACTOME_SIGNALING_BY_NTRKS	REACTOME_SIGNALING_BY_NTRKS	129	0.449535568673946	1.7125429245634	0.000369864043437194	0.0527897477997796	0.0494863275125697	3073	tags=19%, list=12%, signal=17%	NTRK3/JUND/FOSL1/SHC2/SHC3/MAPKAPK2/RPS6KA3/PIK3R1/CDK5R2/ASCL1/NGF/FOS/TRIB1/RPS6KA2/ID2/CDK5/IRS2/MEF2A/MEF2C/TCF12/JUNB/NTRK2/BAX/SOS1/AP2A2
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	249	0.371264457747104	1.53362814068456	0.000543206011036085	0.0527897477997796	0.0494863275125697	7496	tags=45%, list=30%, signal=32%	NDUFA3/NDUFB1/NDUFB4/MT-ND3/COX5B/MPC2/ATP5MJ/NDUFB2/NDUFS4/ATP5ME/SLC25A14/UQCR10/NDUFA2/NDUFS5/COX6B1/NNT/ATP5MC2/MPC1/NDUFA1/NDUFS6/ETFB/COX6C/NDUFB11/ATP5PD/NDUFA8/UQCC6/UQCC5/NDUFS3/NDUFB7/HIGD2A/PC/MT-ATP8/COX7B/ATP5MF/NDUFV3/MT-ND6/COX5A/UBA52/COX18/UQCRB/NDUFA6/MT-CYB/CMC1/NDUFB3/COX19/UQCC1/ISCA1/NDUFA12/SLC25A12/NDUFAF8/MT-CO2/ATP5MC3/MT-CO3/MT-ND4/NDUFAF1/ISCU/TTC19/NDUFV2/RAB5IF/ACO2/SUCLG1/COX7A2/PET100/MT-ND2/MT-ND1/MT-ND5/ME1/UCP1/NDUFAF2/KGD4/NDUFB8/UQCRHL/NDUFC1/NDUFS8/UQCRH/NDUFAF5/UCP3/WDR26/COX4I1/NDUFB10/UQCC3/PDHA1/NDUFAF3/NDUFB9/NDUFA5/UQCRFS1/MT-ATP6/OXA1L/COA5/NDUFA4/PDK3/NDUFAB1/COX14/IDH3B/ATP5PF/ATP5MK/GOT1/NDUFAF4/ATP5MC1/HAGH/COX7A2L/COX7C/SDHAF1/NDUFS2/MKLN1/UQCRC1/COQ10B/NDUFA7/SLC25A11/LYRM7/COX20/SDHC/UQCC2
REACTOME_RHOA_GTPASE_CYCLE	REACTOME_RHOA_GTPASE_CYCLE	148	-0.391876637340752	-1.57019194373974	0.000652441450241119	0.0536507623313658	0.0502934623991534	5137	tags=33%, list=21%, signal=26%	ARHGAP11A/STOM/PLEKHG4/DIAPH3/PLD1/ARHGDIB/SOWAHC/ARHGAP30/ROCK1/ROCK2/ARHGAP35/FARP1/ARHGAP9/MYO9A/ARHGAP40/ARHGEF19/ARHGEF5/PIK3R2/ARHGEF4/MYO9B/ECT2/GMIP/ARHGEF10/ARHGAP8/ACTC1/RHPN2/RASGRF2/BCR/TFRC/ARHGAP26/STARD8/ARHGAP19/ARAP3/PLEKHG3/ARHGAP22/ARHGAP11B/ARHGAP4/PCDH7/DLC1/ARHGEF15/DEPDC1B/ARAP2/LMAN1/ARHGAP23/VAV1/ARHGAP29/CAVIN1/NET1/DOCK2
REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	179	0.392077662488124	1.55498054126675	0.000650048475765769	0.0536507623313658	0.0502934623991534	8088	tags=44%, list=32%, signal=30%	PDGFA/CDKN1A/SESN2/COX5B/SEM1/CYBB/COX6B1/PSMB4/TXNIP/ATOX1/PSMB2/GPX3/COX6C/SMARCD3/NQO1/GSTP1/NFE2L2/SLC7A11/GSTA1/SESN1/TBL1X/PSMC1/COX7B/PRDX5/NCOA6/COX5A/UBA52/PRDX2/BCL2/PSMB7/ALB/MUL1/KEAP1/SQSTM1/MT-CO2/CHD9/PSMB5/MT-CO3/MAP1LC3B/FBXL17/COX7A2/TXN2/GSK3B/ME1/RBX1/NPLOC4/PSMA2/BLVRB/GSR/COX4I1/PSMD14/NLRP3/PSMB1/SIN3B/NDUFA4/GPX7/PSMB6/NCOA1/COX7A2L/UFD1/RXRA/BTRC/COX7C/MAFG/CCL2/RELA/AKT3/AKT1/UBC/GPX8/STAP2/EGF/GCLM/MT-CO1/AMER1/ATP7A/GPX2/G6PD/PRDX6
